ID,price,condition,district,max_floor,street,num_rooms,region,area,url,num_bathrooms,building_type,floor,ceiling_height
6565,80000.0,good,Center,4,Leo St,3,Yerevan,97.0,http://www.myrealty.am/en/item/21554/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,3,3.2
6036,67000.0,good,Malatia-Sebastia,9,Gusan Sheram St,4,Yerevan,92.0,http://www.myrealty.am/en/item/33058/4-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,5,3.2
2336,105000.0,newly repaired,Arabkir,9,V.Papazyan St,4,Yerevan,100.0,http://www.myrealty.am/en/item/17755/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,monolit,2,2.8
3645,67000.0,good,Arabkir,14,Hakobyan St,3,Yerevan,83.0,http://www.myrealty.am/en/item/32073/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,8,2.8
2339,105000.0,newly repaired,Center,12,M.Khorenatsi St,4,Yerevan,115.0,http://www.myrealty.am/en/item/15098/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,panel,7,2.8
1815,123000.0,newly repaired,Center,5,D. Demirchyan St,3,Yerevan,82.0,http://www.myrealty.am/en/item/18937/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,3.0
5300,140000.0,newly repaired,Center,5,Mashtots Ave,4,Yerevan,97.0,http://www.myrealty.am/en/item/32739/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,5,3.2
5184,80000.0,newly repaired,Center,10,Tigran Mets Ave,3,Yerevan,90.0,http://www.myrealty.am/en/item/32295/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,8,2.8
2155,115000.0,newly repaired,Center,15,Argishti St,3,Yerevan,96.0,http://www.myrealty.am/en/item/1749/apartment-for-sale-in-Yerevan,2,monolit,2,3.0
6090,125000.0,newly repaired,Arabkir,12,Hr.Kochar St,4,Yerevan,147.0,http://www.myrealty.am/en/item/31953/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,monolit,4,2.8
4952,175000.0,newly repaired,Center,16,Tsitsernakaberd Highway,3,Yerevan,115.0,http://www.myrealty.am/en/item/25593/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,other,10,2.8
3639,67000.0,newly repaired,Arabkir,5,Gyulbenkyan St,3,Yerevan,62.0,http://www.myrealty.am/en/item/32690/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,5,2.8
2423,55000.0,newly repaired,Qanaqer-Zeytun,9,Z. Sarkavag St,3,Yerevan,74.0,http://www.myrealty.am/en/item/28053/3-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,panel,9,2.8
1834,126000.0,newly repaired,Center,10,Koghbatsi St,3,Yerevan,100.0,http://www.myrealty.am/en/item/32871/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,panel,5,2.8
5595,33600.0,good,Malatia-Sebastia,9,Gusan Sheram St,4,Yerevan,84.0,http://www.myrealty.am/en/item/22978/4-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,9,2.8
5373,120000.0,newly repaired,Arabkir,5,A. Khachatrian St,4,Yerevan,98.0,http://www.myrealty.am/en/item/22328/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,stone,2,2.8
2229,65000.0,good,Davtashen,14,Davtashen 4 district,3,Yerevan,83.0,http://www.myrealty.am/en/item/35034/3-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,panel,4,2.8
4232,60000.0,good,Shengavit,5,Frunze St,3,Yerevan,70.0,http://www.myrealty.am/en/item/29805/3-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,other,3,2.8
2727,85000.0,newly repaired,Center,5,Hanrapetutyan St,2,Yerevan,51.0,http://www.myrealty.am/en/item/22179/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,3.2
3380,72000.0,newly repaired,Center,11,Tsitsernakaberd Highway,2,Yerevan,70.0,http://www.myrealty.am/en/item/29214/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,9,2.8
2590,90000.0,good,Center,5,Nalbandyan St,3,Yerevan,71.0,http://www.myrealty.am/en/item/14180/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,5,3.2
4780,225000.0,zero condition,Center,10,Northern Ave,3,Yerevan,115.0,http://www.myrealty.am/en/item/21001/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,5,3.0
6538,52000.0,good,Center,11,Koghbatsi St,1,Yerevan,42.0,http://www.myrealty.am/en/item/17801/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,10,2.8
5929,145000.0,newly repaired,Arabkir,10,A. Avetisyan St,4,Yerevan,138.0,http://www.myrealty.am/en/item/31093/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,monolit,8,3.0
3132,73000.0,newly repaired,Davtashen,14,Davtashen 3 district,3,Yerevan,80.0,http://www.myrealty.am/en/item/37676/3-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,panel,5,2.8
4406,300000.0,newly repaired,Center,12,Aram St,4,Yerevan,125.0,http://www.myrealty.am/en/item/35296/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,4,3.0
3564,76000.0,newly repaired,Arabkir,18,Adonts St,3,Yerevan,67.0,http://www.myrealty.am/en/item/36451/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,monolit,4,3.0
746,34000.0,good,Achapnyak,12,Shinararner St,2,Yerevan,45.0,http://www.myrealty.am/en/item/34102/2-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,other,10,2.8
483,80000.0,newly repaired,Center,5,Tigran Mets Ave,3,Yerevan,80.0,http://www.myrealty.am/en/item/35521/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,5,3.2
4596,100000.0,good,Center,5,Abovyan St,1,Yerevan,39.0,http://www.myrealty.am/en/item/24271/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,5,2.8
5850,60000.0,newly repaired,Center,14,Argishti St,2,Yerevan,54.0,http://www.myrealty.am/en/item/35057/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,other,12,3.0
3160,300000.0,newly repaired,Center,16,Aram St,4,Yerevan,136.0,http://www.myrealty.am/en/item/36102/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,7,3.0
1751,120000.0,newly repaired,Arabkir,15,Mamikoniants St,4,Yerevan,100.0,http://www.myrealty.am/en/item/31945/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,monolit,13,3.2
1504,42000.0,good,Nor Norq,12,Lvovyan St,2,Yerevan,62.0,http://www.myrealty.am/en/item/22112/2-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,panel,2,2.8
4219,59000.0,good,Arabkir,5,Komitas Ave,3,Yerevan,78.0,http://www.myrealty.am/en/item/21378/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,5,2.8
845,40000.0,newly repaired,Arabkir,9,A. Khachatrian St,2,Yerevan,42.0,http://www.myrealty.am/en/item/30266/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,8,2.8
6020,155000.0,newly repaired,Center,6,Sayat Nova Ave,4,Yerevan,106.0,http://www.myrealty.am/en/item/16781/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,6,2.8
6087,60000.0,good,Qanaqer-Zeytun,9, Z. Kanaqertsi,3,Yerevan,80.0,http://www.myrealty.am/en/item/20303/3-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,panel,2,2.8
1793,119000.0,newly repaired,Arabkir,16,Kievyan St,3,Yerevan,100.0,http://www.myrealty.am/en/item/27342/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,monolit,9,3.0
3072,79000.0,newly repaired,Arabkir,6,Kasyan St,3,Yerevan,53.0,http://www.myrealty.am/en/item/23970/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,6,3.0
5601,40000.0,newly repaired,Malatia-Sebastia,5,Sebastia str,2,Yerevan,56.0,http://www.myrealty.am/en/item/23462/2-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,stone,2,2.8
5941,42000.0,newly repaired,Arabkir,9,Komitas Ave,1,Yerevan,42.0,http://www.myrealty.am/en/item/34186/1-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,7,2.8
1436,135000.0,good,Center,11,Paronyan St,3,Yerevan,101.0,http://www.myrealty.am/en/item/13028/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,6,2.8
4491,99000.0,newly repaired,Davtashen,14,Mikoyan St,4,Yerevan,115.0,http://www.myrealty.am/en/item/36526/4-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,monolit,5,3.0
3070,79000.0,newly repaired,Qanaqer-Zeytun,13,Rubinyants St,3,Yerevan,100.0,http://www.myrealty.am/en/item/37970/3-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,panel,5,3.0
6690,38000.0,newly repaired,Arabkir,11,Azatutyan Ave,1,Yerevan,43.0,http://www.myrealty.am/en/item/28733/1-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,3,3.0
768,330000.0,newly repaired,Center,5,Moskovyan St,3,Yerevan,110.0,http://www.myrealty.am/en/item/23891/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,4,3.2
5869,100000.0,newly repaired,Center,16,E. Qochar St,4,Yerevan,112.0,http://www.myrealty.am/en/item/7024/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,panel,5,2.8
5788,70000.0,good,Arabkir,5,Kievyan St,3,Yerevan,90.0,http://www.myrealty.am/en/item/35259/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,monolit,5,2.8
2167,115000.0,good,Center,5,Abovyan St,3,Yerevan,103.0,http://www.myrealty.am/en/item/15244/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,2.6
4703,50000.0,good,Center,11,M.Khorenatsi St,3,Yerevan,73.0,http://www.myrealty.am/en/item/33676/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,11,2.8
2580,32000.0,zero condition,Davtashen,3,Davtashen 4 district,3,Yerevan,60.0,http://www.myrealty.am/en/item/25680/3-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,stone,3,2.8
3096,83000.0,newly repaired,Center,6,Abovyan St,1,Yerevan,54.0,http://www.myrealty.am/en/item/34781/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,5,2.8
968,58000.0,good,Arabkir,5,Aghbyur Serob St,4,Yerevan,117.0,http://www.myrealty.am/en/item/23188/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,1,2.8
2690,85000.0,newly repaired,Center,5,Nalbandyan St,1,Yerevan,35.0,http://www.myrealty.am/en/item/1589/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,3.2
6289,165000.0,good,Center,6,Abovyan St,3,Yerevan,92.0,http://www.myrealty.am/en/item/35565/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,3.2
4291,57000.0,good,Arabkir,2,Azatutyan Ave,3,Yerevan,82.0,http://www.myrealty.am/en/item/25916/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,2,3.0
6245,165000.0,newly repaired,Center,17,Sayat Nova Ave,4,Yerevan,89.0,http://www.myrealty.am/en/item/19737/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,16,3.0
960,72000.0,newly repaired,Arabkir,16,A. Avetisyan St,3,Yerevan,72.0,http://www.myrealty.am/en/item/38131/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,3,2.8
1638,46000.0,newly repaired,Nor Norq,5,Baxyan St,2,Yerevan,56.0,http://www.myrealty.am/en/item/20500/2-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,stone,5,2.8
6231,47000.0,good,Achapnyak,5,Leningradyan St,3,Yerevan,71.0,http://www.myrealty.am/en/item/33440/3-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,other,3,2.8
2261,99000.0,newly repaired,Davtashen,15,Sasna tsrer St,2,Yerevan,67.0,http://www.myrealty.am/en/item/14115/2-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,monolit,11,2.8
5630,43000.0,newly repaired,Malatia-Sebastia,10,Raffi St,2,Yerevan,64.0,http://www.myrealty.am/en/item/23107/2-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,2,2.8
3712,78000.0,good,Arabkir,12,Arabkir 19 St,3,Yerevan,91.0,http://www.myrealty.am/en/item/20247/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,9,2.8
1973,96000.0,newly repaired,Arabkir,20,Mamikoniants St,3,Yerevan,85.0,http://www.myrealty.am/en/item/36880/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,monolit,8,3.0
1956,82000.0,zero condition,Center,16,Tsitsernakaberd Highway,3,Yerevan,101.0,http://www.myrealty.am/en/item/33166/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,other,14,3.0
5477,56000.0,newly repaired,Erebuni,5,Artsakh ave,3,Yerevan,70.0,http://www.myrealty.am/en/item/34420/3-senyakanoc-bnakaran-vacharq-Yerevan-Erebuni,1,stone,2,2.8
1497,42000.0,good,Avan,9,Avan-Arinj 2 micro,3,Yerevan,74.0,http://www.myrealty.am/en/item/22732/3-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,panel,4,2.8
2300,52000.0,newly repaired,Davtashen,9,Davtashen 2 district,3,Yerevan,74.0,http://www.myrealty.am/en/item/33546/3-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,panel,5,2.8
3184,75000.0,newly repaired,Arabkir,14,Hovsep Emin St,3,Yerevan,76.0,http://www.myrealty.am/en/item/13662/Apartment-for-sale-in-Yerevan,1,panel,7,2.8
2042,43500.0,newly repaired,Avan,9,Avan-Arinj 1 micro,2,Yerevan,66.0,http://www.myrealty.am/en/item/5875/2-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,other,5,2.8
4274,58000.0,good,Center,9,Vardanants St,2,Yerevan,66.0,http://www.myrealty.am/en/item/37558/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,6,2.8
4978,60000.0,newly repaired,Erebuni,9,Khaghagh Don St,3,Yerevan,76.0,http://www.myrealty.am/en/item/31772/3-senyakanoc-bnakaran-vacharq-Yerevan-Erebuni,1,panel,6,2.8
1702,49000.0,newly repaired,Malatia-Sebastia,14,Z.Andranik St,3,Yerevan,80.0,http://www.myrealty.am/en/item/31679/3-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,10,2.8
4035,90000.0,newly repaired,Center,14,Argishti St,3,Yerevan,76.0,http://www.myrealty.am/en/item/2339/apartment-for-sale-in-Yerevan,2,monolit,2,3.0
5966,160000.0,newly repaired,Center,4,Hanrapetutyan St,3,Yerevan,94.0,http://www.myrealty.am/en/item/32718/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,4,3.2
657,33000.0,newly repaired,Arabkir,5,Hr.Kochar St,1,Yerevan,34.0,http://www.myrealty.am/en/item/23044/1-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,5,2.6
4477,53000.0,newly repaired,Davtashen,9,Davtashen 4 district,4,Yerevan,87.0,http://www.myrealty.am/en/item/32606/4-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,panel,8,2.8
2389,56000.0,good,Arabkir,5,Komitas Ave,2,Yerevan,57.0,http://www.myrealty.am/en/item/18114/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,2.8
3085,250000.0,newly repaired,Center,7,Verin Antarayin,4,Yerevan,148.0,http://www.myrealty.am/en/item/31244/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,5,3.2
3657,67000.0,newly repaired,Arabkir,9,N. Tigranyan St,3,Yerevan,68.0,http://www.myrealty.am/en/item/25487/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,2,2.8
107,93000.0,newly repaired,Achapnyak,13,Shinararner St,4,Yerevan,111.0,http://www.myrealty.am/en/item/35708/4-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,other,10,2.8
6450,110000.0,zero condition,Center,7,D. Demirchyan St,3,Yerevan,89.0,http://www.myrealty.am/en/item/16963/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,4,2.8
6096,42000.0,good,Arabkir,13,V.Vagharshyan St,2,Yerevan,67.0,http://www.myrealty.am/en/item/33098/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,7,2.8
5037,135000.0,newly repaired,Center,9,Yekmalyan St,3,Yerevan,80.0,http://www.myrealty.am/en/item/29634/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,3,3.0
1076,37000.0,newly repaired,Qanaqer-Zeytun,9,Gogol St,2,Yerevan,67.0,http://www.myrealty.am/en/item/36625/2-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,panel,8,2.8
2909,80000.0,newly repaired,Davtashen,19,Sasna tsrer St,3,Yerevan,65.0,http://www.myrealty.am/en/item/35244/3-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,other,11,2.8
42,73000.0,newly repaired,Arabkir,15,Mamikoniants St,3,Yerevan,71.0,http://www.myrealty.am/en/item/12174/Apartment-for-sale-in-Yerevan,1,monolit,7,3.0
4278,58000.0,good,Achapnyak,5,Bashinjaxyan St,4,Yerevan,92.0,http://www.myrealty.am/en/item/35899/4-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,stone,2,2.8
2081,52000.0,good,Arabkir,14,Hakobyan St,3,Yerevan,88.0,http://www.myrealty.am/en/item/7489/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,panel,13,2.8
3946,61000.0,zero condition,Arabkir,5,Kasyan St,3,Yerevan,86.0,http://www.myrealty.am/en/item/36731/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,5,3.2
3391,70000.0,good,Arabkir,5,Babayan St,4,Yerevan,136.0,http://www.myrealty.am/en/item/15317/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,2.8
933,82000.0,newly repaired,Arabkir,14,Hovsep Emin St,4,Yerevan,118.0,http://www.myrealty.am/en/item/23333/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,13,2.8
5222,45000.0,good,Malatia-Sebastia,5,Kurghinyan St,3,Yerevan,86.0,http://www.myrealty.am/en/item/34244/3-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,stone,4,2.8
4004,62000.0,newly repaired,Center,4,Paronyan St,2,Yerevan,45.0,http://www.myrealty.am/en/item/17638/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,4,3.0
4603,100000.0,newly repaired,Center,12,Argishti St,4,Yerevan,111.0,http://www.myrealty.am/en/item/23814/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,4,3.0
5861,100000.0,newly repaired,Center,17,Sayat Nova Ave,3,Yerevan,64.0,http://www.myrealty.am/en/item/35096/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,15,3.2
1692,49000.0,newly repaired,Arabkir,9,Hakobyan St,3,Yerevan,78.0,http://www.myrealty.am/en/item/38023/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,1,2.8
1494,42000.0,zero condition,Arabkir,12,Komitas Ave,2,Yerevan,77.0,http://www.myrealty.am/en/item/13784/apartment-for-sale-in-Yerevan,1,panel,11,2.8
1386,40000.0,good,Arabkir,5,Komitas Ave,1,Yerevan,41.0,http://www.myrealty.am/en/item/36864/1-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,2,2.6
5428,73000.0,good,Arabkir,6,Adonts St,3,Yerevan,99.0,http://www.myrealty.am/en/item/35968/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,2,2.8
4623,52000.0,good,Center,9,Pushkin St,1,Yerevan,46.0,http://www.myrealty.am/en/item/36427/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,7,2.8
6742,90000.0,newly repaired,Center,5,Paronyan St,4,Yerevan,115.0,http://www.myrealty.am/en/item/21295/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,5,2.8
621,85000.0,newly repaired,Arabkir,4,Mamikoniants St,3,Yerevan,95.0,http://www.myrealty.am/en/item/23584/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,3,3.2
853,40000.0,good,Qanaqer-Zeytun,13,Droi St,2,Yerevan,51.0,http://www.myrealty.am/en/item/28122/2-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,panel,3,2.8
6421,210000.0,zero condition,Center,14,Aram St,3,Yerevan,135.0,http://www.myrealty.am/en/item/29122/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,5,3.0
801,35000.0,good,Avan,14,Avan-Arinj 1 micro,2,Yerevan,60.0,http://www.myrealty.am/en/item/29740/2-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,other,1,2.8
3674,67000.0,newly repaired,Qanaqer-Zeytun,5,Lepsus St,4,Yerevan,110.0,http://www.myrealty.am/en/item/38087/4-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,stone,4,2.8
3262,75000.0,newly repaired,Qanaqer-Zeytun,9,A. Tigranyan St,3,Yerevan,104.0,http://www.myrealty.am/en/item/27785/3-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,2,panel,4,2.8
2989,79000.0,good,Arabkir,5,Azatutyan Ave,3,Yerevan,90.0,http://www.myrealty.am/en/item/32367/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,3,3.0
3579,69500.0,newly repaired,Center,6,Hanrapetutyan St,2,Yerevan,60.0,http://www.myrealty.am/en/item/38019/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,6,2.6
1941,47000.0,good,Nor Norq,5,Stepanyan St,3,Yerevan,72.0,http://www.myrealty.am/en/item/18210/3-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,panel,3,2.6
5102,150000.0,newly repaired,Center,4,Nalbandyan St,3,Yerevan,114.0,http://www.myrealty.am/en/item/34672/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,2.8
1654,120000.0,good,Center,5,Moskovyan St,2,Yerevan,51.0,http://www.myrealty.am/en/item/24105/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,other,5,2.8
2824,80000.0,newly repaired,Center,11,Vardanants St,2,Yerevan,78.0,http://www.myrealty.am/en/item/33500/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,2.8
20,115000.0,newly repaired,Arabkir,10,Hambardzumyan St,3,Yerevan,69.0,http://www.myrealty.am/en/item/15367/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,monolit,7,3.0
4666,60000.0,newly repaired,Malatia-Sebastia,5,Kurghinyan alley,5,Yerevan,102.0,http://www.myrealty.am/en/item/31759/5-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,3,stone,2,2.8
5533,83000.0,newly repaired,Center,10,Saryan St,2,Yerevan,71.0,http://www.myrealty.am/en/item/35845/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,panel,7,2.8
2777,320000.0,newly repaired,Center,10,Northern Ave,2,Yerevan,104.0,http://www.myrealty.am/en/item/17492/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,8,3.2
4440,255000.0,newly repaired,Center,14,Aram St,3,Yerevan,110.0,http://www.myrealty.am/en/item/36596/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,6,3.0
564,110000.0,newly repaired,Arabkir,12,Riga St,3,Yerevan,81.0,http://www.myrealty.am/en/item/15858/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,monolit,8,3.2
738,150000.0,good,Center,5,D. Demirchyan St,3,Yerevan,97.0,http://www.myrealty.am/en/item/23650/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,1,3.2
2017,110000.0,good,Center,6,Abovyan St,2,Yerevan,70.0,http://www.myrealty.am/en/item/16472/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,6,3.0
1312,53000.0,newly repaired,Avan,9,Avan-Arinj 2 micro,3,Yerevan,86.0,http://www.myrealty.am/en/item/26531/3-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,panel,1,3.0
3865,64000.0,good,Center,4,Heratsi St,2,Yerevan,70.0,http://www.myrealty.am/en/item/31451/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,other,1,2.8
3963,62000.0,newly repaired,Malatia-Sebastia,9,Gusan Sheram St,4,Yerevan,92.0,http://www.myrealty.am/en/item/25588/4-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,other,5,2.8
4242,90000.0,good,Center,6,Mashtots Ave,2,Yerevan,67.0,http://www.myrealty.am/en/item/27700/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,2.8
4450,38000.0,good,Center,9,D. Demirchyan St,1,Yerevan,45.0,http://www.myrealty.am/en/item/1648/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,8,3.0
3679,67000.0,good,Arabkir,5,Mamikoniants St,3,Yerevan,85.0,http://www.myrealty.am/en/item/36985/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,5,2.8
2987,79000.0,good,Center,5,Vardanants St,2,Yerevan,70.0,http://www.myrealty.am/en/item/37933/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,2.8
3907,63000.0,newly repaired,Avan,15,Narekatsi district,3,Yerevan,66.0,http://www.myrealty.am/en/item/34512/3-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,panel,15,2.8
4280,58000.0,newly repaired,Nor Norq,11,Gyurjyan St,3,Yerevan,91.0,http://www.myrealty.am/en/item/35552/3-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,other,4,2.8
515,135000.0,good,Center,16,Tsitsernakaberd Highway,3,Yerevan,100.0,http://www.myrealty.am/en/item/37801/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,7,2.8
1848,121000.0,good,Center,4,Saryan St,3,Yerevan,92.0,http://www.myrealty.am/en/item/17135/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,3.0
1627,44000.0,newly repaired,Achapnyak,11,Mazmanyan St,2,Yerevan,67.0,http://www.myrealty.am/en/item/11650/2-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,monolit,11,2.8
759,220000.0,newly repaired,Center,13,Amiryan St,3,Yerevan,96.0,http://www.myrealty.am/en/item/22076/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,11,3.0
6335,43000.0,newly repaired,Erebuni,9,Khaghagh Don St,4,Yerevan,89.0,http://www.myrealty.am/en/item/24417/4-senyakanoc-bnakaran-vacharq-Yerevan-Erebuni,2,panel,7,3.0
422,60000.0,good,Arabkir,9,Hr.Kochar St,3,Yerevan,100.0,http://www.myrealty.am/en/item/24617/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,panel,2,3.0
